GEOIDFQ,NAME,GEOTYPE,YEAR,FUEL_TYPE,FACILITIES,CAPACITY
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2018,Natural Gas/Propane,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2018,Solar,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2018,Waste Gas,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2018,Wind,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2019,Biofuel,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2019,Energy Storage,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2019,Natural Gas/Propane,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2019,Solar,3,14500
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2019,Waste Gas,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2019,Wind,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2020,Biofuel,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2020,Energy Storage,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2020,Natural Gas/Propane,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2020,Solar,2,19600
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2020,Waste Gas,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2020,Wind,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2021,Biofuel,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2021,Energy Storage,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2021,Natural Gas/Propane,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2021,Solar,2,11400
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2021,Waste Gas,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2021,Wind,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2022,Biofuel,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2022,Energy Storage,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2022,Natural Gas/Propane,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2022,Solar,7,49200
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2022,Waste Gas,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2022,Wind,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2023,Biofuel,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2023,Energy Storage,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2023,Natural Gas/Propane,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2023,Solar,5,25660
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2023,Waste Gas,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2023,Wind,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2024,Biofuel,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2024,Energy Storage,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2024,Natural Gas/Propane,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2024,Solar,11,78250
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2024,Waste Gas,0,0
0700000US390490692299999,Blendon Township (Franklin),COUNTY-TOWNSHIP-REMAINDER,2024,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2000,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2000,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2000,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2000,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2000,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2000,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2001,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2001,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2001,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2001,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2001,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2001,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2002,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2002,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2002,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2002,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2002,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2002,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2003,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2003,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2003,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2003,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2003,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2003,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2004,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2004,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2004,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2004,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2004,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2004,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2005,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2005,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2005,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2005,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2005,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2005,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2006,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2006,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2006,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2006,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2006,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2006,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2007,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2007,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2007,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2007,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2007,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2007,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2008,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2008,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2008,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2008,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2008,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2008,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2009,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2009,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2009,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2009,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2009,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2009,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2010,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2010,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2010,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2010,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2010,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2010,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2011,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2011,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2011,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2011,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2011,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2011,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2012,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2012,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2012,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2012,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2012,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2012,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2013,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2013,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2013,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2013,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2013,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2013,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,Solar,1,9125
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,Wind,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2024,Biofuel,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2024,Energy Storage,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2024,Natural Gas/Propane,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2024,Solar,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2024,Waste Gas,0,0
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2024,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2000,Biofuel,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2000,Energy Storage,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2000,Natural Gas/Propane,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2000,Solar,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2000,Waste Gas,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2000,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2001,Biofuel,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2001,Energy Storage,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2001,Natural Gas/Propane,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2001,Solar,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2001,Waste Gas,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2001,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2002,Biofuel,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2002,Energy Storage,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2002,Natural Gas/Propane,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2002,Solar,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2002,Waste Gas,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2002,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2003,Biofuel,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2003,Energy Storage,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2003,Natural Gas/Propane,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2003,Solar,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2003,Waste Gas,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2003,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2004,Biofuel,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2004,Energy Storage,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2004,Natural Gas/Propane,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2004,Solar,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2004,Waste Gas,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2004,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2005,Biofuel,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2005,Energy Storage,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2005,Natural Gas/Propane,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2005,Solar,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2005,Waste Gas,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2005,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2006,Biofuel,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2006,Energy Storage,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2006,Natural Gas/Propane,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2006,Solar,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2006,Waste Gas,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2006,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2007,Biofuel,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2007,Energy Storage,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2007,Natural Gas/Propane,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2007,Solar,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2007,Waste Gas,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2007,Wind,0,0
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2008,Biofuel,0,0
